2ZJ4679529,2339706703
2ZJ4679445,2339706806
2ZJ4679383,2339706843
2ZJ4679362,2339706902
2ZJ4679188,2339706924
2ZJ4679140,2339707005
2ZJ4678983,2339707101
2ZJ4678846,2339707145
2ZJ4677673,2339707285
2ZJ4677550,2339707300
2ZJ4677468,2339707381
2ZJ4677005,2339707705
2ZJ4669893,2339707823
2ZJ4667978,2339708055
2ZJ4666951,2339708081
2ZJ4680234,2339708534
2ZJ4680061,2339708593
2ZJ4679916,2339708663
2ZJ4679824,2339708744
2ZJ4679808,2339708781
2ZJ4679793,2339708814
2ZJ4680292,2339708840
2ZJ4680287,2339708932
2ZJ4663611,2339708943
2ZJ4659234,2339709002
2T42358604,2339709024
2T42358370,2339709083
2T42358274,2339709116
2T42358245,2339709212
2T42358072,2339709363
2T42358057,2339709444
2T42357998,2339709584
2T42357903,2339709761
2T42357812,2339709853
2T42357790,2339709886
2ZJ4679628,4289767915
2ZJ4679581,4289767941
2ZJ4679506,4289767963
2ZJ4679466,4289767974
2ZJ4679448,4289767996
2ZJ4679355,4289768092
2ZJ4679119,4289768243
2ZJ4679086,4289768265
2ZJ4678855,4289768291
2ZJ4678768,4289768335
2ZJ4678757,4289768350
2ZJ4678485,4289768394
2ZJ4678253,4289768405
2ZJ4677789,4289768416
2ZJ4677642,4289768464
2ZJ4677546,4289768534
2ZJ4677384,4289768615
2ZJ4677362,4289768626
2ZJ4677288,4289768630
2ZJ4677047,4289768674
2ZJ4676947,4289768733
2ZJ4676828,4289768755
2ZJ4676722,4289768766
2ZJ4676677,4289768803
2ZJ4669390,4289768976
2ZJ4680268,4289769551
2ZJ4679912,4289769702
2ZJ4679891,4289769746
2ZJ4679880,4289769783
2ZJ4679832,4289769805
2ZJ4662809,4289770052
2ZJ4661436,4289770085
2T42358395,4289770144
2T42358307,4289770166
2T42358214,4289770310
2T42358175,4289770343
2T42358119,4289770380
2T42358042,4289770553
2T42357992,4289770726
2T42357967,4289770822
2T42357838,4289770914
2T42357828,4289770984
2T42357705,4289771076
2ZJ4681203,4289771426
2ZJ4681077,4289771566
2ZJ4681055,4289771603
2ZJ4681000,4289771673
2ZJ4680993,4289771710
2ZJ4680981,4289771791
2ZJ4680910,4289771835
2ZJ4680731,4289771905
2ZJ4680710,4289771990
2ZJ4680467,4289772152
2ZJ4680466,4289772174
2ZJ4680393,4289772244
2ZJ4680376,4289772281
2ZJ4680357,4289772384
2ZJ4681823,4289772550
2ZJ4681807,4289772561
2ZJ4681700,4289772594
2ZJ4681670,4289772701
2ZJ4681997,4289772911
2ZJ4681976,4289772955
2ZJ4681961,4289772992
2ZJ4681956,4289773003
2ZJ4683050,4289773121
2ZJ4682925,4289773154
2ZJ4682641,4289773191
2ZJ4682749,4289773202
2ZJ4682370,4289773272
2ZJ4682132,4289773294
2ZJ4681415,4289775626
QQJ4682121,4289775630
2ZJ4682997,4289775663
2ZJ4682541,4289775674
2ZJ4682351,4289775711
2ZJ4682100,4289775722
2ZJ4680293,4289775770
2ZJ4679840,4289775781
M0J4681121,4289775814
2ZJ4681940,4289775851
2ZJ4682384,4289775862
2ZJ4681747,4289775884
2ZJ4681723,4289775906
2ZJ4681478,4289775910
2ZJ4681296,4289775932
2ZJ4681086,4289775943
2ZJ4681004,4289775976
2ZJ4680657,4289775980
2ZJ4682709,4289776002
2ZJ4682743,4289776035
2ZJ4682176,4289776050
2ZJ4681299,4289776061
11J4682753,4289776094
2ZJ4682158,4289776105
2ZJ4680164,4289776120
2ZJ4680029,4289776142
2ZJ4681934,4289776164
2ZJ4680924,4289776186
2ZJ4681407,4922730050
2ZJ4681213,4922730164
2ZJ4681167,4922730282
2ZJ4681164,4922730315
2ZJ4681143,4922730330
2ZJ4680847,4922730455
2ZJ4680648,4922730595
2ZJ4680647,4922730632
2ZJ4680472,4922730643
2ZJ4680365,4922730816
2ZJ4680313,4922730853
2ZJ4681530,4922731085
2ZJ4681481,4922731100
2ZJ4681424,4922731166
2ZJ4682102,4922731240
2ZJ4682071,4922731262
2ZJ4681979,4922731332
2ZJ4681825,4922731391
2ZJ4682636,4922731590
2ZJ4682650,4922733616
2ZJ4682494,4922733631
2ZJ4681737,4922733664
2ZJ4681739,4922733675
2ZJ4680742,4922733690
2ZJ4680772,4922733701
2ZJ4680396,4922733723
2ZJ4680455,4922733734
2ZJ4680257,4922733745
2ZJ4680107,4922733771
2ZJ4677640,4922733782
2ZJ4678258,4922733804
2ZJ4665130,4922733826
2ZJ4682517,4922733852
2ZJ4682837,4922733863
2ZJ4681923,4922733896
2ZJ4682917,4922733933
2ZJ4679951,4922733966
2ZJ4683008,4922733970
2ZJ4681897,4922733992
2ZJ4682821,4922734014
2ZJ4681401,4922734040
2ZJ4681120,4922734051
2ZJ4677323,4922734073
