1926MX,-1,EA,2T41550581,139425936
1061MX,-1,EA,2T41550452,139425770
0766MX,-1,EA,2T41550452,139425770
0565MX,-1,EA,2T41550452,139425770
2C25MX,-1,EA,2ZJ4052408,139390729
289KMX,-1,EA,2ZJ4052408,139390729
966SMX,-2,EA,2ZJ4052408,139390729
694NMX,-1,EA,2ZJ4052408,139390729
690NMX,-1,EA,2ZJ4052408,139390729
689NMX,-1,EA,2ZJ4052408,139390729
683NMX,-1,EA,2ZJ4052408,139390729
682NMX,-1,EA,2ZJ4052408,139390729
602797,-1,EA,2ZJ4052408,139390729
602797,-1,EA,2ZJ4052408,139390729
602796,-1,EA,2ZJ4052408,139390729
602766,-2,EA,2ZJ4052408,139390729
0767MX,-1,EA,2ZJ4052408,139390729
0773MX,-1,EA,2ZJ4052408,139390729
0772MX,-1,EA,2ZJ4052408,139390729
3150MX,-2,EA,2ZJ4063140,139413801
1155MX,-2,EA,2ZJ4063140,139413801
0039MX,-1,EA,2ZJ4063140,139413801
1610MX,-1,EA,2T41540677,139406907
1417MX,-1,EA,2T41540677,139406907
1019MX,-1,EA,2T41540677,139406907
0884MX,-1,EA,2T41527131,139381374
4004MX,-1,EA,2T41527131,139381374
0413MX,-1,EA,2T41527131,139381374
2864MX,-1,EA,2T41527131,139381374
687NMX,-1,EA,2ZJ4063836,139414994
682NMX,-1,EA,2ZJ4063836,139414994
602797,-1,EA,2ZJ4063836,139414994
602762,-1,EA,2ZJ4063836,139414994
0413MX,-1,EA,2ZJ4063836,139414994
0831MX,-1,EA,2ZJ4068092,139422553
1841MX,-1,EA,2ZJ4068092,139422553
2631MX,-1,EA,2ZJ4068092,139422553
2631MX,-1,EA,2T41549996,139425371
4000MX,-1,EA,2T41549996,139425371
2648MX,-3,EA,2ZJ4046523,139379975
1926MX,-3,EA,2ZJ4046523,139379975
2374MX,-1,EA,2ZJ4046523,139379975
3525MX,-1,EA,2ZJ4046523,139379975
1638MX,-1,EA,2ZJ4046752,139380375
1610MX,-2,EA,2ZJ4046752,139380375
2131MX,-2,EA,2ZJ4046752,139380375
0831MX,-2,EA,2ZJ4046752,139380375
0768MX,-1,EA,2ZJ4046752,139380375
0767MX,-2,EA,2ZJ4046752,139380375
0773MX,-2,EA,2ZJ4046752,139380375
0772MX,-2,EA,2ZJ4046752,139380375
0565MX,-1,EA,2ZJ4046752,139380375
